Date,Confirmed,Deaths,Recovered,Infected,CFR,Recovery_rate,Mortality_rate
1-04-27,2857,35,2516,306,1.22506125306265,88.064403220161,3.59569647731568E-05
1-04-28,2865,35,2516,314,1.2216404886562,87.8184991273996,3.59569647731568E-05
1-04-29,2910,35,2516,359,1.20274914089347,86.4604810996564,3.59569647731568E-05
1-04-30,2928,35,2516,377,1.19535519125683,85.9289617486339,3.59569647731568E-05
1-05-01,2942,35,2548,359,1.18966689326988,86.6077498300476,3.59569647731568E-05
1-05-02,2962,35,2549,378,1.18163403106009,86.0567184334909,3.59569647731568E-05
1-05-03,2985,35,2560,390,1.17252931323283,85.7621440536013,3.59569647731568E-05
1-05-04,2995,35,2560,400,1.1686143572621,85.4757929883139,3.59569647731568E-05
1-05-05,3030,35,2560,435,1.15511551155116,84.4884488448845,3.59569647731568E-05
1-05-06,3090,35,2560,495,1.13268608414239,82.8478964401295,3.59569647731568E-05
1-05-07,3137,35,2560,542,1.11571565189672,81.6066305387313,3.59569647731568E-05
1-05-08,3245,35,2602,608,1.07858243451464,80.1848998459168,3.59569647731568E-05
1-05-09,3412,35,2602,775,1.02579132473623,76.2602579132474,3.59569647731568E-05
1-05-10,3489,35,2618,836,1.00315276583548,75.0358268844941,3.59569647731568E-05
1-05-11,3571,35,2618,918,.980117614113694,73.3127975357043,3.59569647731568E-05
1-05-12,3658,35,2636,987,.956806998359759,72.061235647895,3.59569647731568E-05
1-05-13,3740,35,2657,1048,.935828877005348,71.0427807486631,3.59569647731568E-05
1-05-14,3816,35,2657,1124,.917190775681342,69.6278825995807,3.59569647731568E-05
1-05-15,4112,36,2668,1408,.875486381322957,64.8832684824903,3.69843066238184E-05
1-05-16,4212,37,2668,1507,.878442545109212,63.3428300094967,3.80116484744801E-05
1-05-17,4359,37,2668,1654,.848818536361551,61.2066987841248,3.80116484744801E-05
1-05-18,4512,37,2687,1788,.820035460992908,59.552304964539,3.80116484744801E-05
1-05-19,4720,37,2687,1996,.783898305084746,56.9279661016949,3.80116484744801E-05
1-05-20,4809,39,2687,2083,.810979413599501,55.8744021626118,4.00663321758033E-05
1-05-21,4941,41,2689,2211,.829791540174054,54.4221817445861,4.21210158771265E-05
1-05-22,5119,42,2721,2356,.820472748583708,53.1549130689588,4.31483577277882E-05
1-05-23,5275,43,2721,2511,.815165876777251,51.5829383886256,4.41756995784498E-05
1-05-24,5404,44,2794,2566,.814211695040711,51.7024426350851,4.52030414291114E-05
1-05-25,5931,44,2794,3093,.741864778283595,47.1084134210083,4.52030414291114E-05
1-05-26,6086,45,2853,3188,.739401906013802,46.8780808412751,4.6230383279773E-05
1-05-27,6356,46,2853,3457,.723725613593455,44.8867212083071,4.72577251304347E-05
1-05-28,6396,47,2896,3453,.734834271419637,45.2782989368355,4.82850669810963E-05
1-05-29,6908,47,2896,3965,.680370584829184,41.9224088013897,4.82850669810963E-05
1-05-30,7107,47,2950,4110,.661319825524131,41.5083720275784,4.82850669810963E-05
1-05-31,7432,47,3029,4356,.632400430570506,40.7561894510226,4.82850669810963E-05
